ID,Title,Automatable,Automated,Deprecated TestCase,Priority,Section,Section Depth,Section Description,Section Hierarchy,Suite,Test Sub-type,Type,UI Case
C1538417,Verify the Encryption case for http 2.0 traffic, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538418,Verify the SSL bypass scenario where we need to bypass certain only certain domains and certain domains no need to bypass, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538419,Verify the Connector driven events for http 2.o supported apps, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538420,Verify the http2.0 traffic handling  from apmodule layer, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538421,Verify the dns lookup handling for http 2.0 traffic, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538422,Verify the traffic handling or tcp connection handling where in between of the connection we need to drop the packet, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538423,Verify the connector  based policies for http 2.0 supported apps, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538424,verify the event fieldes for the nspolicy events which is genarated for http 2.0 traffic, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538425,Verify the connection event genaration for the http2.0 traffic, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538426,Verify the transaction event genaration for http 2.0 traffic, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538427,Verify the event fields for connection and transaction event for http 2.0 traffic, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538428,Verify the URLLOOKUP for each and every domain which is used in single tcp connection, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538429,Verify the app detect  for each and every domain which is passed in single tcp connection for http 2.0 connection, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538430,Verify the custom app/custom connector activity detection for http 2.0 traffic, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538431,Verify the tenant loading for http 2.0 traffic, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538432,Verify the different dapii/content invoking for the http 2.0 traffic, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538433,Verify the http 2.0 traffic handling in TCP layer, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538434,Verify the username/tenant id detection for different access method, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538435,Verify the appsession/app persist/imdb entries for http2.0 connection, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538436,Verify that NSProxy should be able to do a successful ALPN with the server as a client, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538437,Verify that NSProxy should be able to do a successful ALPN with the client as a server, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538438,Verify that NSProxy should downgrade the 2.0 request with 1.1 version, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538439,Verify that TLS1.2 ALPN does happen without any issues, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538440,Verify that TLS1.3 ALPN does happen without any issues, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538441,Verify that NSProxy does ALPN as part of the client/server message exchange, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538442,Verify that next protocol field should have h/2 if the ALPN is 2.0, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538443,"Verify that next protocol fields can be h2-14, h2-16, h2 or http1.1", Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538444,Verify that in this phase ALPN is done only with NSClient access method, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538445,Verify that the proxy stores debug logs for ALPN, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538446,Verify inline policy enforcement on h2 traffic, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538447,Verify that the tenant specific flag for H2 can be enabled/disabled, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538448,Verify that when the H2 flag is disabled all the connections should be downgraded to 1.1, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538449,Verify that when the H2 flag is enabled all the connections should be setup as H2.0, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538450,Verify that a single HEADER request is parsed & handled correctly, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538451,Verify that a single HEADER response is parsed & handled correctly, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538452,Verify that multiple HEADER requests are parsed & handled correctly, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538453,Verify that multiple HEADER responses are parsed & handled correctly, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538454,Verify that a single DATA frame is handled correctly, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538455,Verify that a multiple DATA frame are handled correctly, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538456,Verify that interleaved HEADER frames are parsed & handled correctly, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538457,Verify that interleaved DATA frames are parsed & handled correctly, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538458,Verify that connection to the saas app is not terminated after the stream is closed, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538459,Verify that the same connection to a saas app/domain is being resused, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538460,Verify that multiple concurrent stream processing is done, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538461,Verify that connection to the saas app is terminated after idle timeout, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538462,Verify that connection to the saas app is terminated once the user closes the connection, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538463,Verify that all events are generated for h2 supports saas apps & domains, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538464,Verify that the content encoding is done for all the H2 supported saas apps & domains, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538465,Verify that the compression is done for all the H2 supported saas apps & domains, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538466,Verify that delay of one stream not responding shall not affect all other streams' processing, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538467,Verify that if one stream is not responding rest of the streams' processing shall not be affected, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538468,Verify the protocol information is captured in the Skope IT events, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538469,Verify that delay of one stream doing 404 error shall not affect all other streams' processing, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538470,Verify that even if one subdomain is present in the bypass domain all the subdomains will be bypassed, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538471,Verify the behavior of NSclient restarting while sending/receiving H2 traffic, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538472,Verify the behavior of Proxy restarting while sending/receiving H2 traffic, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538473,Verify content-encoding for br, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538474,Verify tenant level include list when dynamic alpn is enabled, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538475,Verify tenant level include list when dynamic alpn is disabled, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538476,Verify tenant level include list when global dynamic alpn is enabled and tenant level dynamic alpn is disabled, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538477,Verify tenant level include list when global dynamic alpn is disabled and tenant level dynamic alpn is enabled, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538478,Verify tenant level exclude list when dynamic alpn is enabled, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538479,Verify tenant level exclude list when dynamic alpn is disabled, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538480,Verify tenant level include and exclude list populated when dynamic alpn is enabled, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538481,Verify tenant level include and exclude list populated when dynamic alpn is disabled, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538482,Verify the tenant level apps list when dynamic alpn is enabled, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538483,Verify the tenant level apps list when dynamic alpn is disabled, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538484,Verify the scenario when the same domain is added in the include and exclude list when dynamic alpn is enabled, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538485,Verify the scenario when the same domain is added in the include and exclude list when dynamic alpn is disabled, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538486,Verify the scenario when the global include list is populated and the tenant level dynamic alpn and global level dynamic alpn are disabled, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538487,Verify the scenario when the global include list is populated and the tenant level dynamic alpn is disabled, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538488,"Verify when tenant level dynamic alpn is disabled and the include list is empty, h2 should not be used", Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538489,Verify that  connector event when the multiple Applications using same same TCP flow, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538490,Verify the bypass flow when multiple Application uses same TCP flow but one app is bypassed and another one is not bypassed, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538491,"Feature Config,Verify that with http2.0 feature disabled ,We are not using http2.0 protocol to connect to the server even though app and domains are present in the list", Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538492,"Verify that,With the feature enabled proxy tries to connect to the server if it supports http2.0", Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538493,"Verify that ,With the feature enabled,for http2.0 not supported proxy does not use http2.0 protocol to connect to the server", Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538494,"Verify that ,with the  feature enabled,http1.1 and http1.0 sites are working without any issues", Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538495,With the feature enabled verify the combination of http1.1 and http2.0 connections for a given website, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538496,With the feature disabled proxy never uses http2.0 connections for http2.0 servers, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538497,"Verify that ,with the feature enabled,Verify that proxy offloads alpn detection to the utility thread", Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538498,Verify that proxy does not hold any request from the client to check the alpn version, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538499,"when we disable the dynamic_detection feature ,verify that proxy will establishes http2.0 connection only for static entries", Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538500,"with the dynamic detection feature enabled,verify that Proxy does not rely on the static entries which are present in the ns_global_config.json file (add the domains which does not support http2.0)", Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538501,Verify that proxy maintains in memory cache to maintain all the http2.0 supported domains, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538502,Verify that proxy will not perform alpn check if the domain name is present in the proxy cache, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538503,Verify that proxy establishes multiple http2.0 connection if it receives same domain request multiple times before the alpn response comes from server, Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538504,"In IPAD/iOS devices ,Verify that we are able to open http2.0 enabled sites", No,No,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538505,"In IPAD/iOS devices ,Verify that we are bypass scenario for http2.0 connection", No,No,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538506,"In IPAD/iOS devices ,Verify that  we are seeing connector driven event for http2.0 connection", No,No,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538507,"In IPAD/iOS devices ,Verify that same tcp connection will used for multiple http 2.0 flows", No,No,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
C1538508,"In IPAD/iOS devices ,Verify that multiple webites loading properly for http2.0 connection", Yes,Yes,No,Critical (P1),Http2.0 Phase 2 (dynamic detection),3,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > Http 2.0 > Http2.0 Phase 2 (dynamic detection),SWG/N4W, Positive test case,Functional, No
